SiteCode,Exclude,Exclude_reason,CABLE_PFT,Description,TowerStatus,Country,Fullname,SiteLatitude,SiteLongitude,SiteElevation,IGBP_vegetation_short,IGBP_vegetation_long,TowerHeight,CanopyHeight,Tier
US-Ro2,NA,NA,NA,"Rosemount- C7 is currently Active, core measurements presently being made.  This site began collecting data in 2006 and is located in United States.","Active, core measurements presently being made",United States,Rosemount- C7,44.72879,-93.08885,291,CRO,Croplands,NA,NA,NA
US-Ro3,NA,NA,NA,"Located within an exclusively agricultural landscape, the G19 Rosemount AmeriFlux site measures the carbon budget of corn-soybean annual crop rotation. This type of agriculture is common among the Upper Midwest states of the U.S. Therefore, the G19 site provides information regarding the carbon exchanges associated with a widespread agricultural landscape, but also important to ongoing research projects by the USDA.","Active, core measurements presently being made","Minnesota, United States",Rosemount- G19,44.72171,-93.08934,295,CRO,Croplands,NA,NA,NA
US-Ro4,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,Rosemount Prairie,44.4041,-93.4201,NA,GRA,Grasslands,NA,NA,NA
US-Ru1,NA,NA,NA,Juniper woodland,"Active, core measurements presently being made","Utah, United States",Juniper Woodland Site,40.25932,-112.47813,1684,GRA,Grasslands,NA,NA,NA
US-Ru2,NA,NA,5,Sagebrush,"Active, core measurements presently being made","Utah, United States",Sagebrush Site,40.28284,-112.47157,1621,OSH,Open Shrublands,NA,NA,NA
US-Ru3,NA,NA,NA,Crested wheatgrass,"Active, core measurements presently being made","Utah, United States",Crested Wheatgrass Site,40.28297,-112.463,1603,GRA,Grasslands,NA,NA,NA
US-SBC,NA,NA,1,No Description Available,"Active, core measurements presently being made",United States,Sweet Briar Land-Atmosphere Research Station,37.5734,-79.0848,NA,ENF,Evergreen Needleleaf Forests,NA,NA,NA
US-SCc,NA,NA,5,NA,"Active, core measurements presently being made",United States,Southern California Climate Gradient Desert Chaparral,33.60944,-116.45056,1294,OSH,Open Shrublands,NA,NA,NA
US-SCd,NA,NA,5,,"Active, core measurements presently being made",United States,Southern California Climate Gradient Desert,33.6528,-116.3725,297,OSH,Open Shrublands,NA,NA,NA
US-SCf,NA,NA,NA,,"Active, core measurements presently being made",United States,Southern California Climate Gradient Oak Pine Forest,33.80806,-116.77167,1736,WSA,Woody Savannas,NA,NA,NA
US-SCg,NA,NA,5,,"Active, core measurements presently being made",United States,Southern California Climate Gradient Grassland,33.73639,-117.69472,445,CSH,Closed Shrublands,NA,NA,NA
US-SCm,NA,NA,1,,"Active, core measurements presently being made",United States,Southern California Climate Gradient Coastal Sierran Mixed Conifer,37.06778,-119.19444,1951,ENF,Evergreen Needleleaf Forest,NA,NA,NA
US-SCs,NA,NA,5,,"Active, core measurements presently being made",United States,Southern California Climate Gradient Coastal Sage,33.73417,-117.69611,457,CSH,Closed Shrublands,NA,NA,NA
US-SCw,NA,NA,5,,"Active, core measurements presently being made",United States,Southern California Climate Gradient Pinyon Juniper Woodland,33.60472,-116.45267,1276,OSH,Open Shrublands,NA,NA,NA
US-SdH,NA,NA,NA,The Nebraska SandHills Dry Valley tower is located on public land owned by the University of Nebraska-Lincoln. The site is on a research cattle ranch where grazing primarily takes place.,"Active, core measurements presently being made","Nebraska, United States",Nebraska SandHills Dry Valley,42.0693,-101.4072,NA,GRA,Grasslands,NA,NA,NA
US-SDU,NA,NA,15,Urban/commercial/residential area,"Active, core measurements presently being made","Colorado, United States",South Denver Urban Tower,39.65942,-105.01274,1619,NA,Urban and Built-Up,NA,NA,NA
US-Seg,NA,NA,NA,"The Sevilleta Desert Grassland site is located within the McKenzie Flats area of the Sevilleta National Wildlife Refuge (NWR), central New Mexico. Historically, this area has been used for livestock grazing; however, the McKenzie Flats have not been grazed since 1973 and the effects of this previous grazing are considered negligible for the purposes of this study. As the name suggests, McKenzie Flats is an extensive (~130 km2), nearly flat, mixed-species desert grassland bounded on the east by Los Pinos Mountains and on the west by the Rio Grande (Kruc and Small, 2007)","Active, core measurements presently being made","New Mexico, United States",Sevilleta Desert Grassland (LTER),34.36233,-106.70195,1589,GRA,Grasslands,NA,NA,NA
US-Ses,NA,NA,NA,"The Sevilleta Desert Shrubland site is located within the McKenzie Flats area of the Sevilleta National Wildlife Refuge (NWR), central New Mexico. Historically, this area has been used for livestock grazing; however, the McKenzie Flats have not been grazed since 1973 and the effects of this previous grazing are considered negligible for the purposes of this study. As the name suggests, McKenzie Flats is an extensive (~130 km2), nearly flat, mixed-species desert grassland bounded on the east by Los Pinos Mountains and on the west by the Rio Grande (Kruc and Small, 2007)","Active, core measurements presently being made","New Mexico, United States",Sevilleta Desert Shrubland (LTER),34.33494,-106.74417,1583,GRA,Grasslands,NA,NA,NA
US-SFP,NA,NA,NA,NA,"Active, core measurements presently being made",United States,Sioux Falls Portable,43.2408,-96.902,387,CRO,Croplands,NA,NA,NA
US-Shd,NA,NA,NA,"The Shidler Tallgrass Prairie site is located in the native tall grasslands of the Flint Hills. north-central  Oklahoma. Since the early 20th century, the 65 hectare study area has been used for light cattle grazing. In 1996, grazing  activities were ceased to reduce the effects of anthropogenic disturbances during flux measurements. Beginning in 1997,  prescribed burns became an annual spring event for the purposes of prairie management. (Gilmanov et al.,  2003, Gu et al., 2002, Hanan et al., 2002, Burba and Verma, 2001, Suyker and Verma, 2001)","Inactive, core measurements no longer being made","Oklahoma, United States",Shidler,36.93333,-96.68333,355,GRA,Grasslands,NA,NA,NA
US-SJ1,NA,NA,5,"Tower 1 is located near the central-eastern edge of the 1000 by 300 m marsh. placing it on the far side from the predictable easterly oceanic breeze. The San Joaquin Marsh is one of the final remnants of a wetland, prior to the early 1900's, covered 2100 ha along San Diego Creek. Most of the regional wetlands were drained for agriculture in the early 20th century. Despite regional wetland removal, the San Joaquin remained intact. During the 1950's, vegetation was cleared to promote duck hunting. No further disturbances have occurred since the clearing. The hydroperiod is partly managed by the SJFM VC Reserve and the Irvine Ranch Water District. During the spring months, water volume begins to reduce by evapotranspiration and subsurface draining. The remaining standing water disappears during the summer. The wetland is annually replenished in January and December to a depth of 1 m in an effort to mimic natural hydrocycles.","Active, core measurements presently being made","California, United States","San Joaquin Freshwater Marsh, Tower 1",33.66,-117.85,5,CSH,Closed Shrublands,NA,NA,NA
US-SJ2,NA,NA,5,"Tower 2 is located in the southeastern corner, placing it on the farthest side from the predictable easterly oceanic breeze. The San Joaquin Marsh is one of the final remnants of a wetland, prior to the early 1900's, covered 2100 ha along San Diego Creek. Most of the regional wetlands were drained for agriculture in the early 20th century. Despite regional wetland removal, the San Joaquin remained intact. During the 1950's, vegetation was cleared to promote duck hunting. No further disturbances have occurred since the clearing. The hydroperiod is partly managed by the SJFM VC Reserve and the Irvine Ranch Water District. During the spring months, water volume begins to reduce by evapotranspiration and subsurface draining. The remaining standing water disappears during the summer. The wetland is annually replenished in January and December to a depth of 1 m in an effort to mimic natural hydrocycles.","Active, core measurements presently being made","California, United States","San Joaquin Freshwater Marsh, Tower 2",33.66,-117.85,5,CSH,Closed Shrublands,NA,NA,NA
US-Skr,NA,NA,11,"This mature mangrove forest is located in a protected wilderness area.  The site, which is an LTER site, was badly damaged by Hurricane Wilma in October 2005.","Active, core measurements presently being made","Florida, United States",Florida Everglades - Shark River Slough (Mangrove Forest),25.36463,-81.07795,1,WET,Permanent Wetlands,NA,NA,NA
US-Slt,NA,NA,4,"The Silas Little Experimental Forest site is located in the upland forests of the New Jersey  Pine Barrens, the largest continuous forested landscape on the Northeastern coastal plain.  Upland forests occupy 62% of the 1.1 million acre Pine Barrens and can be divided into three  dominant stand types, Oak/Pine (19.1%), Pine/Oak (13.1%), and Pitch Pine/Scrub oak (14.3%).  The majority of mature upland forests are the product of regeneration following late 19th  century logging and charcoaling activities. Among the regenerated stands of the same age,  tree structure and aboveground biomass are least in the Pitch Pine/Scrub oak stand (Cedar  Bridge) and greatest in the oak-dominated Oak/Pine stand (Silas Little). Gypsy moths first  appeared in the Pine Barrens of New Jersey in 1966. Since the time of arrival, the upland  forest stands have undergone several episodes of defoliation, the most significant occurred  in 1972, 1981, and 1990. In 2007, the Silas Little Oak/Pine stand, was completely defoliated  from the end of May until mid-July, defined by a greater than or equal to 75% reduction in  canopy foliage. The 2007 understory leaf area index maxima dropped to 0.2 from 0.4-0.5 in  the prior year when the canopy remained absent of defoliation. Understory LAI rebounded to  0.8 in 2008, eventually reaching a 2009 maximum value of 1.0. (Clark et  al., 2009,  Skowronski et al., 2007, Biological Template)","Active, core measurements presently being made","New Jersey, United States",Silas Little Experimental Forest,39.91375,-74.59598,31,DBF,Deciduous Broadleaf Forest,NA,NA,NA
